%q Iq Pq Sq Zq Bq Bq2
9.090720100e-02 4.327417181e-01 1.052990629e-14 1.002079033e+00 1.010453966e+00 9.999993306e-01 1.000000000e+00
9.096000200e-02 4.197021475e-01 1.041217616e-14 9.828596322e-01 9.136452631e-01 9.999993298e-01 1.000000000e+00
9.101280400e-02 4.073505141e-01 1.029545666e-14 9.647361528e-01 8.220042854e-01 9.999993291e-01 1.000000000e+00
9.106560600e-02 3.958837798e-01 1.017974612e-14 9.482238521e-01 7.381665660e-01 9.999993283e-01 1.000000000e+00
9.111840700e-02 3.853786991e-01 1.006504280e-14 9.335694589e-01 6.634269032e-01 9.999993275e-01 1.000000000e+00
9.117120900e-02 3.758164281e-01 9.951338452e-15 9.207962364e-01 5.979553692e-01 9.999993267e-01 1.000000000e+00
9.122401100e-02 3.671224097e-01 9.838631356e-15 9.097885899e-01 5.412170368e-01 9.999993259e-01 1.000000000e+00
9.127681200e-02 3.591977648e-01 9.726919723e-15 9.003634551e-01 4.923290425e-01 9.999993252e-01 1.000000000e+00
9.132961400e-02 3.519393526e-01 9.616195430e-15 8.923180092e-01 4.503008166e-01 9.999993244e-01 1.000000000e+00
9.138241600e-02 3.452514035e-01 9.506456714e-15 8.854573719e-01 4.141748680e-01 9.999993236e-01 1.000000000e+00
9.143521700e-02 3.390494539e-01 9.397701741e-15 8.796061226e-01 3.830860904e-01 9.999993228e-01 1.000000000e+00
9.148801900e-02 3.332609672e-01 9.289922512e-15 8.746118442e-01 3.562807814e-01 9.999993220e-01 1.000000000e+00
9.154082100e-02 3.278252855e-01 9.183117219e-15 8.703453344e-01 3.331189347e-01 9.999993212e-01 1.000000000e+00
9.159362200e-02 3.226918923e-01 9.077283986e-15 8.666980729e-01 3.130622194e-01 9.999993205e-01 1.000000000e+00
9.164642400e-02 3.178187607e-01 8.972414934e-15 8.635796484e-01 2.956615976e-01 9.999993197e-01 1.000000000e+00
9.169922500e-02 3.131717925e-01 8.868510172e-15 8.609160324e-01 2.805494271e-01 9.999993189e-01 1.000000000e+00
9.175202700e-02 3.087229624e-01 8.765561904e-15 8.586470444e-01 2.674269063e-01 9.999993181e-01 1.000000000e+00
9.180482900e-02 3.044498297e-01 8.663568250e-15 8.567245010e-01 2.560553028e-01 9.999993173e-01 1.000000000e+00
9.185763000e-02 3.003341605e-01 8.562527262e-15 8.551096703e-01 2.462432143e-01 9.999993165e-01 1.000000000e+00
9.191043200e-02 2.963607588e-01 8.462431266e-15 8.537710878e-01 2.378355555e-01 9.999993158e-01 1.000000000e+00
9.196323400e-02 2.925172300e-01 8.363278339e-15 8.526831681e-01 2.307068214e-01 9.999993150e-01 1.000000000e+00
9.201603500e-02 2.887932649e-01 8.265066494e-15 8.518250807e-01 2.247554105e-01 9.999993142e-01 1.000000000e+00
9.206883700e-02 2.851801234e-01 8.167788174e-15 8.511800961e-01 2.199003425e-01 9.999993134e-01 1.000000000e+00
9.212163900e-02 2.816708295e-01 8.071441417e-15 8.507352660e-01 2.160799439e-01 9.999993126e-01 1.000000000e+00
9.217444000e-02 2.782597698e-01 7.976024194e-15 8.504810468e-01 2.132499717e-01 9.999993118e-01 1.000000000e+00
9.222724200e-02 2.749423567e-01 7.881529069e-15 8.504110538e-01 2.113823971e-01 9.999993110e-01 1.000000000e+00
9.228004300e-02 2.717153466e-01 7.787955801e-15 8.505218839e-01 2.104648272e-01 9.999993102e-01 1.000000000e+00
9.233284500e-02 2.685762322e-01 7.695297033e-15 8.508129589e-01 2.104995919e-01 9.999993094e-01 1.000000000e+00
9.238564700e-02 2.655236047e-01 7.603550736e-15 8.512864703e-01 2.115037982e-01 9.999993087e-01 1.000000000e+00
9.243844800e-02 2.625569572e-01 7.512714815e-15 8.519475206e-01 2.135101313e-01 9.999993079e-01 1.000000000e+00
9.249125000e-02 2.596766170e-01 7.422782030e-15 8.528046593e-01 2.165697726e-01 9.999993071e-01 1.000000000e+00
9.254405100e-02 2.568843371e-01 7.333751990e-15 8.538706606e-01 2.207569212e-01 9.999993063e-01 1.000000000e+00
9.259685300e-02 2.541831102e-01 7.245617531e-15 8.551637463e-01 2.261753203e-01 9.999993055e-01 1.000000000e+00
9.264965500e-02 2.515777276e-01 7.158376560e-15 8.567083978e-01 2.329630817e-01 9.999993047e-01 1.000000000e+00
9.270245600e-02 2.490746713e-01 7.072026921e-15 8.585359611e-01 2.412961716e-01 9.999993039e-01 1.000000000e+00
9.275525800e-02 2.466819617e-01 6.986561566e-15 8.606851004e-01 2.513911239e-01 9.999993031e-01 1.000000000e+00
9.280805900e-02 2.444094706e-01 6.901979957e-15 8.632018944e-01 2.635061381e-01 9.999993023e-01 1.000000000e+00
9.286086100e-02 2.422685419e-01 6.818275121e-15 8.661405198e-01 2.779449402e-01 9.999993015e-01 1.000000000e+00
9.291366300e-02 2.402721404e-01 6.735444905e-15 8.695627918e-01 2.950549189e-01 9.999993007e-01 1.000000000e+00
9.296646400e-02 2.384341603e-01 6.653487092e-15 8.735366577e-01 3.152192968e-01 9.999992999e-01 1.000000000e+00
9.301926600e-02 2.367680225e-01 6.572394824e-15 8.781319023e-01 3.388340935e-01 9.999992991e-01 1.000000000e+00
9.307206700e-02 2.352843575e-01 6.492167420e-15 8.834100093e-01 3.662533032e-01 9.999992983e-01 1.000000000e+00
9.312486900e-02 2.339864690e-01 6.412798097e-15 8.894079815e-01 3.977001681e-01 9.999992975e-01 1.000000000e+00
9.317767000e-02 2.328644759e-01 6.334286120e-15 8.961124900e-01 4.331250381e-01 9.999992968e-01 1.000000000e+00
9.323047200e-02 2.318885386e-01 6.256624780e-15 9.034319981e-01 4.720501618e-01 9.999992960e-01 1.000000000e+00
9.328327400e-02 2.310058999e-01 6.179811839e-15 9.111787375e-01 5.134669823e-01 9.999992952e-01 1.000000000e+00
9.333607500e-02 2.301477176e-01 6.103845003e-15 9.190908122e-01 5.559522773e-01 9.999992944e-01 1.000000000e+00
9.338887700e-02 2.292506578e-01 6.028717672e-15 9.269158760e-01 5.981242675e-01 9.999992936e-01 1.000000000e+00
9.344167800e-02 2.282873319e-01 5.954428975e-15 9.345352517e-01 6.393269924e-01 9.999992928e-01 1.000000000e+00
9.349448000e-02 2.272851605e-01 5.880972388e-15 9.420526755e-01 6.801271045e-01 9.999992920e-01 1.000000000e+00
9.354728100e-02 2.263147352e-01 5.808346985e-15 9.497576848e-01 7.221233181e-01 9.999992912e-01 1.000000000e+00
9.360008300e-02 2.254488761e-01 5.736546315e-15 9.579648056e-01 7.670651409e-01 9.999992904e-01 1.000000000e+00
9.365288400e-02 2.247157610e-01 5.665569399e-15 9.668110413e-01 8.157300104e-01 9.999992896e-01 1.000000000e+00
9.370568600e-02 2.240704473e-01 5.595409859e-15 9.761219751e-01 8.671689106e-01 9.999992888e-01 1.000000000e+00
9.375848700e-02 2.234005900e-01 5.526066665e-15 9.854154054e-01 9.187099620e-01 9.999992880e-01 1.000000000e+00
9.381128900e-02 2.225700233e-01 5.457533509e-15 9.940789841e-01 9.669337158e-01 9.999992872e-01 1.000000000e+00
9.386409100e-02 2.214861776e-01 5.389808036e-15 1.001666231e+00 1.009322298e+00 9.999992864e-01 1.000000000e+00
9.391689200e-02 2.201516914e-01 5.322887834e-15 1.008145158e+00 1.045662032e+00 9.999992855e-01 1.000000000e+00
9.396969400e-02 2.186579457e-01 5.256766702e-15 1.013895729e+00 1.078051619e+00 9.999992847e-01 1.000000000e+00
9.402249500e-02 2.171164005e-01 5.191443484e-15 1.019411446e+00 1.109245141e+00 9.999992839e-01 1.000000000e+00
9.407529700e-02 2.155678332e-01 5.126912050e-15 1.024876014e+00 1.140271246e+00 9.999992831e-01 1.000000000e+00
9.412809800e-02 2.139211460e-01 5.063171194e-15 1.029846232e+00 1.168624712e+00 9.999992823e-01 1.000000000e+00
9.418090000e-02 2.119532759e-01 5.000214857e-15 1.033213809e+00 1.188015884e+00 9.999992815e-01 1.000000000e+00
9.423370100e-02 2.093814491e-01 4.938041783e-15 1.033519133e+00 1.190113544e+00 9.999992807e-01 1.000000000e+00
9.428650300e-02 2.059865988e-01 4.876645982e-15 1.029550328e+00 1.167929609e+00 9.999992799e-01 1.000000000e+00
9.433930400e-02 2.017271999e-01 4.816026152e-15 1.020935790e+00 1.119206221e+00 9.999992791e-01 1.000000000e+00
9.439210600e-02 1.967678834e-01 4.756176372e-15 1.008347769e+00 1.047623564e+00 9.999992783e-01 1.000000000e+00
9.444490700e-02 1.914073932e-01 4.697095290e-15 9.931924299e-01 9.610861203e-01 9.999992775e-01 1.000000000e+00
9.449770900e-02 1.859620540e-01 4.638777056e-15 9.770439818e-01 8.685229066e-01 9.999992767e-01 1.000000000e+00
9.455051000e-02 1.806804736e-01 4.581220271e-15 9.611967023e-01 7.773265459e-01 9.999992759e-01 1.000000000e+00
9.460331200e-02 1.757136555e-01 4.524419153e-15 9.464854900e-01 6.923062195e-01 9.999992751e-01 1.000000000e+00
9.465611300e-02 1.711279338e-01 4.468372256e-15 9.333235855e-01 6.158795760e-01 9.999992743e-01 1.000000000e+00
9.470891500e-02 1.669314416e-01 4.413073866e-15 9.218229206e-01 5.487438107e-01 9.999992734e-01 1.000000000e+00
9.476171600e-02 1.631003178e-01 4.358522492e-15 9.119194083e-01 4.905834843e-01 9.999992726e-01 1.000000000e+00
9.481451800e-02 1.595960929e-01 4.304712488e-15 9.034621012e-01 4.405771249e-01 9.999992718e-01 1.000000000e+00
9.486731900e-02 1.563770265e-01 4.251642317e-15 8.962711574e-01 3.977289826e-01 9.999992710e-01 1.000000000e+00
9.492012100e-02 1.534031346e-01 4.199306401e-15 8.901672942e-01 3.610385335e-01 9.999992702e-01 1.000000000e+00
9.497292200e-02 1.506390789e-01 4.147703157e-15 8.849873948e-01 3.295916057e-01 9.999992694e-01 1.000000000e+00
9.502572400e-02 1.480543808e-01 4.096827074e-15 8.805888491e-01 3.025864227e-01 9.999992686e-01 1.000000000e+00
9.507852500e-02 1.456236633e-01 4.046676527e-15 8.768508660e-01 2.793426041e-01 9.999992678e-01 1.000000000e+00
9.513132700e-02 1.433257211e-01 3.997246069e-15 8.736721187e-01 2.592883718e-01 9.999992670e-01 1.000000000e+00
9.518412800e-02 1.411432545e-01 3.948534033e-15 8.709688352e-01 2.419506293e-01 9.999992661e-01 1.000000000e+00
9.523693000e-02 1.390619038e-01 3.900535038e-15 8.686717109e-01 2.269375568e-01 9.999992653e-01 1.000000000e+00
9.528973100e-02 1.370700348e-01 3.853247372e-15 8.667239273e-01 2.139279616e-01 9.999992645e-01 1.000000000e+00
9.534253300e-02 1.351579600e-01 3.806665722e-15 8.650787209e-01 2.026573875e-01 9.999992637e-01 1.000000000e+00
9.539533400e-02 1.333178603e-01 3.760788334e-15 8.636979433e-01 1.929103917e-01 9.999992629e-01 1.000000000e+00
9.544813500e-02 1.315432183e-01 3.715610807e-15 8.625504056e-01 1.845110044e-01 9.999992621e-01 1.000000000e+00
9.550093700e-02 1.298286843e-01 3.671128799e-15 8.616108454e-01 1.773170736e-01 9.999992612e-01 1.000000000e+00
9.555373800e-02 1.281699706e-01 3.627340496e-15 8.608590484e-01 1.712154611e-01 9.999992604e-01 1.000000000e+00
9.560654000e-02 1.265634693e-01 3.584240743e-15 8.602790133e-01 1.661171374e-01 9.999992596e-01 1.000000000e+00
9.565934100e-02 1.250063795e-01 3.541827686e-15 8.598585075e-01 1.619550100e-01 9.999992588e-01 1.000000000e+00
9.571214300e-02 1.234963655e-01 3.500096235e-15 8.595885488e-01 1.586807914e-01 9.999992580e-01 1.000000000e+00
9.576494400e-02 1.220317177e-01 3.459044494e-15 8.594631592e-01 1.562639581e-01 9.999992572e-01 1.000000000e+00
9.581774600e-02 1.206110705e-01 3.418667438e-15 8.594791399e-01 1.546903198e-01 9.999992563e-01 1.000000000e+00
9.587054700e-02 1.192335967e-01 3.378963131e-15 8.596360711e-01 1.539624388e-01 9.999992555e-01 1.000000000e+00
9.592334800e-02 1.178988218e-01 3.339927344e-15 8.599365059e-01 1.541007418e-01 9.999992547e-01 1.000000000e+00
9.597615000e-02 1.166067407e-01 3.301555904e-15 8.603864025e-01 1.551464074e-01 9.999992539e-01 1.000000000e+00
9.602895100e-02 1.153579338e-01 3.263846817e-15 8.609956225e-01 1.571646914e-01 9.999992531e-01 1.000000000e+00
9.608175300e-02 1.141534311e-01 3.226795214e-15 8.617784629e-01 1.602481702e-01 9.999992522e-01 1.000000000e+00
9.613455400e-02 1.129949049e-01 3.190399065e-15 8.627538243e-01 1.645182907e-01 9.999992514e-01 1.000000000e+00
9.618735600e-02 1.118844652e-01 3.154653563e-15 8.639453977e-01 1.701265381e-01 9.999992506e-01 1.000000000e+00
9.624015700e-02 1.108247901e-01 3.119556638e-15 8.653813843e-01 1.772532752e-01 9.999992498e-01 1.000000000e+00
9.629295800e-02 1.098188794e-01 3.085104193e-15 8.670940934e-01 1.861053376e-01 9.999992489e-01 1.000000000e+00
9.634576000e-02 1.088699081e-01 3.051292182e-15 8.691183503e-01 1.969066201e-01 9.999992481e-01 1.000000000e+00
9.639856100e-02 1.079808313e-01 3.018118483e-15 8.714878353e-01 2.098758252e-01 9.999992473e-01 1.000000000e+00
9.645136300e-02 1.071534353e-01 2.985578442e-15 8.742284947e-01 2.251855950e-01 9.999992465e-01 1.000000000e+00
9.650416400e-02 1.063871039e-01 2.953669899e-15 8.773463846e-01 2.428872552e-01 9.999992456e-01 1.000000000e+00
9.655696500e-02 1.056767355e-01 2.922388848e-15 8.808104619e-01 2.628029486e-01 9.999992448e-01 1.000000000e+00
9.660976700e-02 1.050105183e-01 2.891731334e-15 8.845312680e-01 2.843913340e-01 9.999992440e-01 1.000000000e+00
9.666256800e-02 1.043684195e-01 2.861695147e-15 8.883445363e-01 3.066422503e-01 9.999992432e-01 1.000000000e+00
9.671537000e-02 1.037232224e-01 2.832275782e-15 8.920176913e-01 3.281122961e-01 9.999992423e-01 1.000000000e+00
9.676817100e-02 1.030463232e-01 2.803470994e-15 8.952957121e-01 3.472066851e-01 9.999992415e-01 1.000000000e+00
9.682097200e-02 1.023173434e-01 2.775276865e-15 8.979862538e-01 3.627093539e-01 9.999992407e-01 1.000000000e+00
9.687377400e-02 1.015328664e-01 2.747689533e-15 9.000403719e-01 3.742921784e-01 9.999992399e-01 1.000000000e+00
9.692657500e-02 1.007073897e-01 2.720706700e-15 9.015680828e-01 3.826215653e-01 9.999992390e-01 1.000000000e+00
9.697937700e-02 9.986420627e-02 2.694324010e-15 9.027649048e-01 3.889065878e-01 9.999992382e-01 1.000000000e+00
9.703217800e-02 9.902188200e-02 2.668539135e-15 9.037907286e-01 3.941418049e-01 9.999992374e-01 1.000000000e+00
9.708497900e-02 9.818386151e-02 2.643348247e-15 9.046729545e-01 3.984937152e-01 9.999992365e-01 1.000000000e+00
9.713778100e-02 9.733672825e-02 2.618747570e-15 9.052831607e-01 4.011449758e-01 9.999992357e-01 1.000000000e+00
9.719058200e-02 9.645773634e-02 2.594734728e-15 9.054001712e-01 4.006841436e-01 9.999992349e-01 1.000000000e+00
9.724338400e-02 9.552800970e-02 2.571305508e-15 9.048324851e-01 3.958767505e-01 9.999992340e-01 1.000000000e+00
9.729618500e-02 9.454447813e-02 2.548457502e-15 9.035330724e-01 3.863974949e-01 9.999992332e-01 1.000000000e+00
9.734898600e-02 9.352249594e-02 2.526186972e-15 9.016325852e-01 3.730509318e-01 9.999992324e-01 1.000000000e+00
9.740178800e-02 9.248813966e-02 2.504490228e-15 8.993716278e-01 3.573503641e-01 9.999992315e-01 1.000000000e+00
9.745458900e-02 9.146607237e-02 2.483364816e-15 8.969854813e-01 3.407873582e-01 9.999992307e-01 1.000000000e+00
9.750739000e-02 9.047043829e-02 2.462807051e-15 8.946140284e-01 3.242537586e-01 9.999992299e-01 1.000000000e+00
9.756019200e-02 8.950285295e-02 2.442813296e-15 8.922767550e-01 3.078750613e-01 9.999992290e-01 1.000000000e+00
9.761299300e-02 8.855665662e-02 2.423381050e-15 8.899100160e-01 2.912426560e-01 9.999992282e-01 1.000000000e+00
9.766579400e-02 8.762413683e-02 2.404506682e-15 8.874378491e-01 2.738650965e-01 9.999992274e-01 1.000000000e+00
9.771859600e-02 8.670286423e-02 2.386186604e-15 8.848359796e-01 2.555810787e-01 9.999992265e-01 1.000000000e+00
9.777139700e-02 8.579768680e-02 2.368418275e-15 8.821541064e-01 2.367072236e-01 9.999992257e-01 1.000000000e+00
9.782419800e-02 8.491808185e-02 2.351198112e-15 8.794919766e-01 2.178874622e-01 9.999992249e-01 1.000000000e+00
9.787700000e-02 8.407394768e-02 2.334522581e-15 8.769566649e-01 1.998185918e-01 9.999992240e-01 1.000000000e+00
9.792980100e-02 8.327254982e-02 2.318389097e-15 8.746301204e-01 1.830394112e-01 9.999992232e-01 1.000000000e+00
9.798260200e-02 8.251745169e-02 2.302794129e-15 8.725574622e-01 1.678524899e-01 9.999992224e-01 1.000000000e+00
9.803540400e-02 8.180909734e-02 2.287734193e-15 8.707514068e-01 1.543508195e-01 9.999992215e-01 1.000000000e+00
9.808820500e-02 8.114591510e-02 2.273206664e-15 8.692026656e-01 1.424839474e-01 9.999992207e-01 1.000000000e+00
9.814100600e-02 8.052522577e-02 2.259208060e-15 8.678897045e-01 1.321204368e-01 9.999992198e-01 1.000000000e+00
9.819380800e-02 7.994398230e-02 2.245734950e-15 8.667860856e-01 1.230954763e-01 9.999992190e-01 1.000000000e+00
9.824660900e-02 7.939920999e-02 2.232784667e-15 8.658649104e-01 1.152399508e-01 9.999992182e-01 1.000000000e+00
9.829941000e-02 7.888814584e-02 2.220353780e-15 8.651010012e-01 1.083946197e-01 9.999992173e-01 1.000000000e+00
9.835221200e-02 7.840835342e-02 2.208438908e-15 8.644719635e-01 1.024173595e-01 9.999992165e-01 1.000000000e+00
9.840501300e-02 7.795775736e-02 2.197037346e-15 8.639584541e-01 9.718522539e-02 9.999992156e-01 1.000000000e+00
9.845781400e-02 7.753456603e-02 2.186145713e-15 8.635439845e-01 9.259313686e-02 9.999992148e-01 1.000000000e+00
9.851061600e-02 7.713726528e-02 2.175760675e-15 8.632146794e-01 8.855255562e-02 9.999992139e-01 1.000000000e+00
9.856341700e-02 7.676459968e-02 2.165879492e-15 8.629589469e-01 8.498956317e-02 9.999992131e-01 1.000000000e+00
9.861621800e-02 7.641548986e-02 2.156498833e-15 8.627670996e-01 8.184226438e-02 9.999992123e-01 1.000000000e+00
9.866902000e-02 7.608902320e-02 2.147615413e-15 8.626310618e-01 7.905905534e-02 9.999992114e-01 1.000000000e+00
9.872182100e-02 7.578444142e-02 2.139226453e-15 8.625440965e-01 7.659700362e-02 9.999992106e-01 1.000000000e+00
9.877462200e-02 7.550107976e-02 2.131328674e-15 8.625005625e-01 7.442009049e-02 9.999992097e-01 1.000000000e+00
9.882742300e-02 7.523837314e-02 2.123918975e-15 8.624957432e-01 7.249826710e-02 9.999992089e-01 1.000000000e+00
9.888022500e-02 7.499583013e-02 2.116994135e-15 8.625256976e-01 7.080644251e-02 9.999992080e-01 1.000000000e+00
9.893302600e-02 7.477303885e-02 2.110551330e-15 8.625871409e-01 6.932386676e-02 9.999992072e-01 1.000000000e+00
9.898582700e-02 7.456962968e-02 2.104587344e-15 8.626773537e-01 6.803334585e-02 9.999992063e-01 1.000000000e+00
9.903862900e-02 7.438528289e-02 2.099099006e-15 8.627941078e-01 6.692088090e-02 9.999992055e-01 1.000000000e+00
9.909143000e-02 7.421973133e-02 2.094083456e-15 8.629355976e-01 6.597534346e-02 9.999992047e-01 1.000000000e+00
9.914423100e-02 7.407273468e-02 2.089537529e-15 8.631004078e-01 6.518806788e-02 9.999992038e-01 1.000000000e+00
9.919703200e-02 7.394409031e-02 2.085458172e-15 8.632874726e-01 6.455274048e-02 9.999992030e-01 1.000000000e+00
9.924983400e-02 7.383362533e-02 2.081842277e-15 8.634960606e-01 6.406525015e-02 9.999992021e-01 1.000000000e+00
9.930263500e-02 7.374120331e-02 2.078686943e-15 8.637257486e-01 6.372367707e-02 9.999992013e-01 1.000000000e+00
9.935543600e-02 7.366671136e-02 2.075989067e-15 8.639764452e-01 6.352825520e-02 9.999992004e-01 1.000000000e+00
9.940823700e-02 7.361006919e-02 2.073745625e-15 8.642483818e-01 6.348148317e-02 9.999991996e-01 1.000000000e+00
9.946103900e-02 7.357122735e-02 2.071953571e-15 8.645421373e-01 6.358824252e-02 9.999991987e-01 1.000000000e+00
9.951384000e-02 7.355017182e-02 2.070609964e-15 8.648586397e-01 6.385597975e-02 9.999991979e-01 1.000000000e+00
9.956664100e-02 7.354692271e-02 2.069711764e-15 8.651992355e-01 6.429499551e-02 9.999991970e-01 1.000000000e+00
9.961944200e-02 7.356154182e-02 2.069255976e-15 8.655657174e-01 6.491881226e-02 9.999991962e-01 1.000000000e+00
9.967224400e-02 7.359413804e-02 2.069239616e-15 8.659604001e-01 6.574466248e-02 9.999991953e-01 1.000000000e+00
9.972504500e-02 7.364487125e-02 2.069659703e-15 8.663861647e-01 6.679398235e-02 9.999991944e-01 1.000000000e+00
9.977784600e-02 7.371396355e-02 2.070513261e-15 8.668465868e-01 6.809313074e-02 9.999991936e-01 1.000000000e+00
9.983064700e-02 7.380170486e-02 2.071797323e-15 8.673459900e-01 6.967396540e-02 9.999991927e-01 1.000000000e+00
9.988344900e-02 7.390846210e-02 2.073508966e-15 8.678895311e-01 7.157441806e-02 9.999991919e-01 1.000000000e+00
9.993625000e-02 7.403467313e-02 2.075645173e-15 8.684831734e-01 7.383851891e-02 9.999991910e-01 1.000000000e+00
9.998905100e-02 7.418085219e-02 2.078203029e-15 8.691336546e-01 7.651600974e-02 9.999991902e-01 1.000000000e+00
1.000418500e-01 7.434755082e-02 2.081179476e-15 8.698481127e-01 7.965997719e-02 9.999991893e-01 1.000000000e+00
1.000946500e-01 7.453532602e-02 2.084571741e-15 8.706335200e-01 8.332258266e-02 9.999991885e-01 1.000000000e+00
1.001474500e-01 7.474460730e-02 2.088376848e-15 8.714953203e-01 8.754570334e-02 9.999991876e-01 1.000000000e+00
1.002002600e-01 7.497558399e-02 2.092592719e-15 8.724356613e-01 9.234770750e-02 9.999991868e-01 1.000000000e+00
1.002530600e-01 7.522777963e-02 2.097214850e-15 8.734498496e-01 9.769940069e-02 9.999991859e-01 1.000000000e+00
1.003058600e-01 7.550004616e-02 2.102241099e-15 8.745243789e-01 1.035072928e-01 9.999991850e-01 1.000000000e+00
1.003586600e-01 7.579023339e-02 2.107668572e-15 8.756345145e-01 1.095970777e-01 9.999991842e-01 1.000000000e+00
1.004114600e-01 7.609539953e-02 2.113494384e-15 8.767465911e-01 1.157289231e-01 9.999991833e-01 1.000000000e+00
1.004642600e-01 7.641247893e-02 2.119715655e-15 8.778258768e-01 1.216533320e-01 9.999991825e-01 1.000000000e+00
1.005170600e-01 7.673929491e-02 2.126329514e-15 8.788482710e-01 1.271953256e-01 9.999991816e-01 1.000000000e+00
1.005698600e-01 7.707529603e-02 2.133333097e-15 8.798086140e-01 1.323152123e-01 9.999991807e-01 1.000000000e+00
1.006226700e-01 7.742136742e-02 2.140724983e-15 8.807176620e-01 1.370877789e-01 9.999991799e-01 1.000000000e+00
1.006754700e-01 7.777820778e-02 2.148499522e-15 8.815857019e-01 1.415860607e-01 9.999991790e-01 1.000000000e+00
1.007282700e-01 7.814498586e-02 2.156655237e-15 8.824039180e-01 1.457439155e-01 9.999991782e-01 1.000000000e+00
1.007810700e-01 7.851805102e-02 2.165189292e-15 8.831324659e-01 1.492691259e-01 9.999991773e-01 1.000000000e+00
1.008338700e-01 7.889149224e-02 2.174098860e-15 8.837068441e-01 1.516871838e-01 9.999991764e-01 1.000000000e+00
1.008866700e-01 7.925926758e-02 2.183381120e-15 8.840622781e-01 1.525176445e-01 9.999991756e-01 1.000000000e+00
1.009394700e-01 7.961806784e-02 2.193033262e-15 8.841656895e-01 1.515082514e-01 9.999991747e-01 1.000000000e+00
1.009922700e-01 7.996925047e-02 2.203052479e-15 8.840364959e-01 1.487900124e-01 9.999991738e-01 1.000000000e+00
1.010450800e-01 8.031867765e-02 2.213437974e-15 8.837428483e-01 1.448531925e-01 9.999991730e-01 1.000000000e+00
1.010978800e-01 8.067437623e-02 2.224183025e-15 8.833779041e-01 1.403775213e-01 9.999991721e-01 1.000000000e+00
1.011506800e-01 8.104447733e-02 2.235286781e-15 8.830319442e-01 1.360261720e-01 9.999991713e-01 1.000000000e+00
1.012034800e-01 8.143534834e-02 2.246746466e-15 8.827750805e-01 1.323189216e-01 9.999991704e-01 1.000000000e+00
1.012562800e-01 8.185115374e-02 2.258559312e-15 8.826521411e-01 1.295923584e-01 9.999991695e-01 1.000000000e+00
1.013090800e-01 8.229402980e-02 2.270722560e-15 8.826851171e-01 1.280161279e-01 9.999991687e-01 1.000000000e+00
1.013618800e-01 8.276442606e-02 2.283233456e-15 8.828773688e-01 1.276225106e-01 9.999991678e-01 1.000000000e+00
1.014146800e-01 8.326129604e-02 2.296089255e-15 8.832161431e-01 1.283237614e-01 9.999991669e-01 1.000000000e+00
1.014674800e-01 8.378205040e-02 2.309287220e-15 8.836725352e-01 1.299105685e-01 9.999991661e-01 1.000000000e+00
1.015202900e-01 8.432249512e-02 2.322827216e-15 8.842003431e-01 1.320418502e-01 9.999991652e-01 1.000000000e+00
1.015730900e-01 8.487644737e-02 2.336701391e-15 8.847365167e-01 1.342481335e-01 9.999991643e-01 1.000000000e+00
1.016258900e-01 8.543700145e-02 2.350909564e-15 8.852090891e-01 1.359878386e-01 9.999991634e-01 1.000000000e+00
1.016786900e-01 8.599762992e-02 2.365449025e-15 8.855527016e-01 1.367650247e-01 9.999991626e-01 1.000000000e+00
1.017314900e-01 8.655426089e-02 2.380317075e-15 8.857288472e-01 1.362825505e-01 9.999991617e-01 1.000000000e+00
1.017842900e-01 8.710667136e-02 2.395511021e-15 8.857392963e-01 1.345458713e-01 9.999991608e-01 1.000000000e+00
1.018370900e-01 8.765836241e-02 2.411028179e-15 8.856235880e-01 1.318471884e-01 9.999991600e-01 1.000000000e+00
1.018898900e-01 8.821501791e-02 2.426865870e-15 8.854423000e-01 1.286412159e-01 9.999991591e-01 1.000000000e+00
1.019426900e-01 8.878257627e-02 2.443021426e-15 8.852570455e-01 1.253944071e-01 9.999991582e-01 1.000000000e+00
1.019955000e-01 8.936600466e-02 2.459495332e-15 8.851170680e-01 1.224823241e-01 9.999991574e-01 1.000000000e+00
1.020483000e-01 8.996839144e-02 2.476278694e-15 8.850551206e-01 1.201585215e-01 9.999991565e-01 1.000000000e+00
1.021011000e-01 9.059176538e-02 2.493371957e-15 8.850893437e-01 1.185655451e-01 9.999991556e-01 1.000000000e+00
1.021539000e-01 9.123706514e-02 2.510772479e-15 8.852278111e-01 1.177701044e-01 9.999991547e-01 1.000000000e+00
1.022067000e-01 9.190466063e-02 2.528477629e-15 8.854728109e-01 1.177948891e-01 9.999991539e-01 1.000000000e+00
1.022595000e-01 9.259467298e-02 2.546484783e-15 8.858241065e-01 1.186432756e-01 9.999991530e-01 1.000000000e+00
1.023123000e-01 9.330719204e-02 2.564791324e-15 8.862810935e-01 1.203158090e-01 9.999991521e-01 1.000000000e+00
1.023651000e-01 9.404241527e-02 2.583394643e-15 8.868441266e-01 1.228204539e-01 9.999991512e-01 1.000000000e+00
1.024179000e-01 9.480073680e-02 2.602292139e-15 8.875153208e-01 1.261789029e-01 9.999991504e-01 1.000000000e+00
1.024707100e-01 9.558295961e-02 2.621484880e-15 8.882992219e-01 1.304315898e-01 9.999991495e-01 1.000000000e+00
1.025235100e-01 9.638974633e-02 2.640963011e-15 8.892025480e-01 1.356372693e-01 9.999991486e-01 1.000000000e+00
